what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1468870288693
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1468870288694
started,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1468870288731
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1468870288933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468870289032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870293098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870294020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468870296063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468870299825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468870304513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870305504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870310378
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1468870311917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870314802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870317317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870327044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870328309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870371822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870376802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870381305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870381999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870388332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870391678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870402958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1468870403995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870405868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870409181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870410291
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1468870412523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870413882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870414075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468870417357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468870419172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468870420048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468870420603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468870421924
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870423821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870425831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870427543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870428145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870429008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870431920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870437233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870437806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870438624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870448284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1468870452444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870458191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870464112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1468870485451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870486175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870615940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870640389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870678868
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468870680899
started,bundle,org.eclipse.mylyn.context.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.ui",1468870681080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870681831
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1468870683795
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1468870683818
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1468870684059
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1468870684188
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1468870684277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870684718
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1468870684746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468870684746
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1468870684748
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468870684822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870689355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870705124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870708005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870710405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870712053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870716125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870720103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870733366
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468870733469
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468870733544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870734461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870749048
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468870751094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870753948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870759429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870768677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870774737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870779964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870819191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870820383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870834404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870836426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870843121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870845337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870847940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870848339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870895508
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468870896847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1468870898682
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1468870902114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870903375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870903585
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1468870908637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870909767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870909989
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1468870911833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870913615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870921770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870922527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870925764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1468870925778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870926921
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1468870927881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870928959
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1468870932098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870932910
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1468870935834
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1468870935886
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1468870936024
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1468870936067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870936470
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468870936625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870938362
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468870940917
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468870949899
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1468870955825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468870957690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870959877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468870961253
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468870963593
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1468870967052
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468870972124
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1468870980612
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1468871010798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871011062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871014212
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1468871014420
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871015220
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871015259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871017753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871028668
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871028794
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871028794
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871028821
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871028854
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1468871030250
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468871032034
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871038807
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871038929
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871038929
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1468871048611
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871048944
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871048984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871050744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871053738
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871053851
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871053851
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871053877
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871053910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871058410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871068064
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871068187
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871068187
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871068211
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871068244
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871070314
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1468871070314
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468871073223
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468871077291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871082728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871082963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871083034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871086556
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1468871086566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871095633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871100376
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1468871100395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871101068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871103483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871106265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871107633
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468871108939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871115819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871129228
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468871139934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871148020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871155082
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1468871155092
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871158788
executed,command,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors.lineNumberToggle",1468871162536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871165175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871221852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1468871222941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1468871223768
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468871227779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871228877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1468871230257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871230652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1468871230665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871231613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1468871232103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468871234369
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1468871235915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468871236403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871239825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871241461
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468871242251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1468871251355
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468871254156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871257867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871264758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1468871266093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871269303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871270610
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1468871270620
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468871272335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871277818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871279269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1468871283903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871284651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871374910
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468871377503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871383808
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1468871457827
started,bundle,org.eclipse.pde,3.7.2.v201202080800,"org.eclipse.pde",1468871457832
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1468871457873
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1468871457892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871485567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1468871485593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871492699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871511992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871514010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871516281
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1468871517387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1468871526018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871526920
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1468871534423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871631540
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468871635137
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1468871640984
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1468871646922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468871648491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871651752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468871654576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1468871660859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468871665438
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1468871667942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468871668967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1468871670081
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineUp",1468871670553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468871672137
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1468871673280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468871679144
